"image","Class","Confidence.Score","chain","hotel_id"
"803f74815baa37bc.jpg","Bedroom",0.99999666,78,44936
"803f7797d9c8a8a4.jpg","Bedroom",1,5,46714
"803f78814d9f3a97.jpg","Bedroom",1,89,23762
"803f7c8057ca8bed.jpg","Bedroom",1,5,59261
"803f7c814f2b2df4.jpg","Bedroom",1,2,60181
"803f7f846ec53568.jpg","Bedroom",0.998885,9,49512
"803f7fa8d0d6d2a8.jpg","Bedroom",1,5,20382
"803f846cdba15cbb.jpg","Bedroom",0.9999989,66,20024
"803fa0bfc1472e3d.jpg","Bedroom",1,85,20004
"803fa821d69a7b75.jpg","Bedroom",1,82,4868
"803fbc80d5947b6b.jpg","Bedroom",1,68,34622
"803fbf423e3c692a.jpg","Bedroom",1,54,54879
"803fd0d41f68c6d7.jpg","Bedroom",1,1,16966
"803fd18c9f9bca85.jpg","Bedroom",1,76,45076
"803fd1ec13ac9ae6.jpg","Bedroom",0.9999964,0,31450
"803fe1177e2097da.jpg","Bedroom",1,87,14020
"803fe5adc35a7a24.jpg","Bedroom",1,80,20702
"803fe881d7dea135.jpg","Bedroom",1,73,14263
"803fe8837fe005de.jpg","Bedroom",1,7,39429
"803ff087ea61de8a.jpg","Bedroom",1,82,47145
"803ff4855ac8559f.jpg","Bedroom",0.9999902,87,30581
"803ffca0578a2add.jpg","Bedroom",1,0,8421
"803ffd005f7a80d7.jpg","Bedroom",1,4,43283
"803ffd80caca3d35.jpg","Bedroom",1,83,36388
"803ffe84857f7a04.jpg","Bedroom",1,6,63683
"8040abdfd5d0ea8f.jpg","Bedroom",1,51,11202
"80427ffc8195d7ca.jpg","Bedroom",1,51,11202
"8047f08c1ff896af.jpg","Bedroom",0.99999976,35,16984
"804a7ebd15c5c3ce.jpg","Bedroom",1,2,17257
"804bbf968d32cc97.jpg","Bedroom",1,5,9568
"804d379bd257ad8a.jpg","Bedroom",1,3,13918
"804f3ed063b9cc3b.jpg","Bedroom",0.99955934,4,2060
"8050ef875ffa2165.jpg","Bedroom",1,0,37466
"8052de0fa7861f5d.jpg","Bedroom",0.9843886,7,56106
"80531fbfc0c3971e.jpg","Bedroom",1,0,64771
"80533fc5623f0b3d.jpg","Bedroom",1,87,43152
"80557fae28a9e1d5.jpg","Bedroom",0.9999999,3,28303
"80563fc1dba4ca9b.jpg","Bedroom",0.9999938,0,15454
"8056bfc10b5f85a7.jpg","Bedroom",0.9772823,6,62668
"80577fac65c55ac2.jpg","Bedroom",1,6,45834
"8058b6c65fa1cd5b.jpg","Bedroom",1,68,56874
"805a6b95956feb90.jpg","Bedroom",1,0,56287
"805bae9bc4a47ba6.jpg","Bedroom",1,3,56059
"805d7f81975fe821.jpg","Bedroom",1,2,18764
"805f27a3bb4896a7.jpg","Bedroom",1,9,14532
"805ffc805fbe20b5.jpg","Bedroom",1,4,19354
"8060a79caa67f89f.jpg","Bedroom",1,2,52588
"8060d69d1f6bb29d.jpg","Bedroom",1,6,33823
"8060de9f78e1bf24.jpg","Bedroom",0.96881783,0,48619
"8060ead59fae87c5.jpg","Bedroom",0.99998426,80,41328
"8060f70f1fbcf862.jpg","Bedroom",1,68,42960
"80614f929d2f5e97.jpg","Bedroom",1,0,14388
"80615c9d319f6ecb.jpg","Bedroom",1,90,19437
"80617f97e05e3536.jpg","Bedroom",1,6,25017
"80627f2e6bb1b24b.jpg","Bedroom",0.9970282,0,29397
"80629f52ad7364bb.jpg","Bedroom",0.9793113,4,33534
"8064328f6bd8b6ee.jpg","Bedroom",1,5,42683
"8064bf8b53782ed9.jpg","Bedroom",0.99998415,79,24619
"80653f84f0dd4b3e.jpg","Bedroom",1,5,3186
"8065ef9f7860871e.jpg","Bedroom",1,37,36953
"80663d1fc2f8718f.jpg","Bedroom",0.99998236,6,22421
"80667d95133beb25.jpg","Bedroom",1,0,12443
"8066b9ba2ef7c50a.jpg","Bedroom",1,81,43341
"80684fc374c62fbb.jpg","Bedroom",0.9999454,55,7828
"806abdd0729be876.jpg","Bedroom",0.9999982,82,46839
"806af502cf3c76b3.jpg","Bedroom",1,90,9059
"806afbc3879fd8c0.jpg","Bedroom",1,6,64967
"806df1173f2aa92d.jpg","Bedroom",1,0,12443
"806e334c9d3ae657.jpg","Bedroom",0.9968586,82,26285
"806ed697ba602d9e.jpg","Bedroom",1,89,53723
"806f6a947e6b9594.jpg","Bedroom",1,87,16075
"806f93bf4d833760.jpg","Bedroom",1,52,61549
"806fa0c71fec7583.jpg","Bedroom",1,90,20798
"80704ea6996ef75c.jpg","Bedroom",1,0,59107
"80711f1ad2b5eb5a.jpg","Bedroom",1,5,14562
"8071edcdad2464db.jpg","Bedroom",0.9999999,3,31175
"8072952f78d0e33f.jpg","Bedroom",1,4,22114
"807692e95f72ad19.jpg","Bedroom",1,3,34887
"80777ffc80819787.jpg","Bedroom",1,62,14611
"807796e999f28e19.jpg","Bedroom",1,4,37265
"807867877a83657e.jpg","Bedroom",1,0,3667
"80787a8707ff7838.jpg","Bedroom",0.9959121,75,49895
"80788fa77e4ba8a5.jpg","Bedroom",0.99999976,64,16155
"8078e8975ec535e3.jpg","Bedroom",0.99995077,0,53965
"8078f3879ffc604a.jpg","Bedroom",1,3,35051
"8079e08f6ea3578d.jpg","Bedroom",1,5,30482
"8079eb869e68e1f8.jpg","Bedroom",1,0,35529
"8079f0879ff0607e.jpg","Bedroom",1,4,17635
"8079f3e2868e9cd9.jpg","Bedroom",0.9926628,5,55016
"807a1fe19d83782f.jpg","Bedroom",1,0,58525
"807a50ebe9c5d5d4.jpg","Bedroom",1,0,23694
"807a9fc06c3793e9.jpg","Bedroom",1,3,42557
"807aa7879ef86187.jpg","Bedroom",1,81,30246
"807ad5902fb2eed1.jpg","Bedroom",0.99999535,2,58041
"807b0fa747c1e8f4.jpg","Bedroom",1,78,40271
"807b7f80a97fd0a1.jpg","Bedroom",1,3,5976
"807b7f847b6a8439.jpg","Bedroom",0.99999976,0,37384
"807b89a6c64f79a3.jpg","Bedroom",1,78,58015
"807c97b06da1a9d7.jpg","Bedroom",1,9,55090
"807c9f9160cf9d39.jpg","Bedroom",0.99998796,2,49358
"807cadf4172b3dd0.jpg","Bedroom",0.99960595,0,40993
"807ce08f9b479cb9.jpg","Bedroom",1,71,15362
"807d87789f6d5027.jpg","Bedroom",0.999926,6,45834
"807da047df89d5b2.jpg","Bedroom",1,5,45217
"807de38f7805cada.jpg","Bedroom",1,90,46118
"807e2a950f6b79a5.jpg","Bedroom",0.99487334,40,20186
"807e37364de8b21b.jpg","Bedroom",1,9,38483
"807e68855eeaa1d7.jpg","Bedroom",1,5,52125
"807e68a5579a3bc5.jpg","Bedroom",1,81,59737
"807e69a11f5e68e9.jpg","Bedroom",1,89,36603
"807e70878f9e5a71.jpg","Bedroom",0.99999976,0,43174
"807e7b8184b6795b.jpg","Bedroom",1,6,31525
"807eb417eb81173e.jpg","Bedroom",1,52,2498
"807eb447eb953e06.jpg","Bedroom",1,5,8299
"807eb5c3cb35306b.jpg","Bedroom",1,0,23624
"807eb6814fea30b7.jpg","Bedroom",1,0,21041
"807ec9955eaa752a.jpg","Bedroom",0.835368,73,28563
"807ecbb466813b6d.jpg","Bedroom",1,86,18297
"807ecd957e68453a.jpg","Bedroom",0.9999994,5,15097
"807ed1ca263e1be5.jpg","Bedroom",1,68,35714
"807efba085977e60.jpg","Bedroom",1,68,60616
"807f0fab5a0835b7.jpg","Bedroom",1,6,7577
"807f1ac0973d3de2.jpg","Bedroom",1,76,60569
"807f2da4363a8fc5.jpg","Bedroom",1,44,5002
"807f31ab458ab7c3.jpg","Bedroom",1,5,45
"807f3b80572f3fc0.jpg","Bedroom",1,6,18746
"807f47903fc39c33.jpg","Bedroom",1,6,7979
"807f5b83813c6bd3.jpg","Bedroom",1,63,3890
"807f61811fdc50ef.jpg","Bedroom",1,76,21653
"807f67c01fd8e0b3.jpg","Bedroom",0.99981254,90,65127
"807f6a8717e8e86a.jpg","Bedroom",1,3,31175
"807f7b80173f68e1.jpg","Bedroom",1,0,49263
"807f7e80011ffe78.jpg","Bedroom",1,87,30271
"807f80f4e8977a69.jpg","Bedroom",1,0,13622
"807f81be4f913a4d.jpg","Bedroom",1,0,61034
"807f839d286ec71d.jpg","Bedroom",0.99999857,3,28991
"807f87d07d2f3650.jpg","Bedroom",1,6,29799
"807f8d7f16c4c94a.jpg","Bedroom",0.9997173,8,14776
"807f903acea5ec1b.jpg","Bedroom",1,5,35616
"807f95179674b42d.jpg","Bedroom",1,6,41514
"807f9bcc24335be8.jpg","Bedroom",1,89,38800
"807fa017f261778e.jpg","Bedroom",1,6,35283
"807fa0d05e2ee5f2.jpg","Bedroom",0.9991937,0,14847
"807fa88117fe7865.jpg","Bedroom",1,70,55438
"807fb766ce9d09c0.jpg","Bedroom",1,51,3537
"807fbdd1c82fd094.jpg","Bedroom",1,49,32024
"807fbfa8494256b6.jpg","Bedroom",1,5,41347
"807fc012ffc89f62.jpg","Bedroom",1,90,12729
"807fc0873f6a6a87.jpg","Bedroom",1,87,56552
"807fc18d6da79ac8.jpg","Bedroom",1,61,57872
"807fcbe01f13c8ae.jpg","Bedroom",0.9999912,73,22480
"807fd1aa160f5ba3.jpg","Bedroom",1,73,29335
"807fe885579a29d5.jpg","Bedroom",1,78,25286
"807ff4951fa0622f.jpg","Bedroom",1,0,500
"807ff889d7d6e280.jpg","Bedroom",1,5,45217
"80803f93953f6ec7.jpg","Bedroom",1,80,9327
"8080c98f7e8f7772.jpg","Bedroom",0.9087936,0,14830
"8081689bdf0f7735.jpg","Bedroom",1,0,35408
"8083c378fc779c5c.jpg","Bedroom",0.9999629,5,4791
"808637b838d71b7b.jpg","Bedroom",0.99999964,73,12808
"8087c8879be78e3d.jpg","Bedroom",0.9982834,0,42978
"80894f8fc2d2fa97.jpg","Bedroom",0.59125495,0,61917
"808a7ac281d77fe5.jpg","Bedroom",1,0,37246
"808b3fd0acad96da.jpg","Bedroom",1,3,672
"808c72d7adbcd3c2.jpg","Bedroom",1,88,55635
"808d6eb077c69cb3.jpg","Bedroom",1,0,25733
"808f7cf88e346dd2.jpg","Bedroom",0.99995685,0,16040
"80903a656dddbb9a.jpg","Bedroom",0.7814462,1,12339
"8090af6f675171a7.jpg","Bedroom",1,0,54608
"809196ee63739dcc.jpg","Bedroom",0.99989057,0,51466
"80927fa92d551757.jpg","Bedroom",1,6,8492
"80939d1f397dc3c1.jpg","Bedroom",1,59,49964
"80957feb10563b69.jpg","Bedroom",1,90,38194
"8095f9a35fbe6085.jpg","Bedroom",0.9998549,8,5034
"80963d495ab38fcd.jpg","Bedroom",0.9711493,89,38025
"80965f492c265b7f.jpg","Bedroom",1,4,20493
"80967ea1855f6af4.jpg","Bedroom",1,0,17147
"8098cfb7984cd79a.jpg","Bedroom",1,0,17690
"809919bd3e66c5cb.jpg","Bedroom",1,6,27417
"809a3d4d4b32765f.jpg","Bedroom",0.99999976,78,38672
"809d7f623b958687.jpg","Bedroom",0.9985655,88,26659
"809e3d492eb653e9.jpg","Bedroom",1,2,1066
"809e69c736c21f6d.jpg","Bedroom",1,0,60240
"809ebb336d2c6d4c.jpg","Bedroom",0.9985071,6,816
"809f59e9a6925dac.jpg","Bedroom",1,6,65305
"809f75a4f5d42a6a.jpg","Bedroom",1,3,43221
"80a03c7e4fa93d2f.jpg","Bedroom",0.9893628,0,14811
"80a15ede2f35f08b.jpg","Bedroom",1,68,47771
"80a16edf5b3ad207.jpg","Bedroom",0.99998903,0,28750
"80a179d61ebe6939.jpg","Bedroom",1,0,55406
"80a1c5752ab7dd5c.jpg","Bedroom",0.99999964,0,26444
"80a1d72eaec7d1b2.jpg","Bedroom",0.99982435,3,54870
"80a472dfe450abe7.jpg","Bedroom",0.89016604,70,63443
"80a53fced1b34e45.jpg","Bedroom",1,0,44580
"80a578cb4fb4a2db.jpg","Bedroom",1,83,42665
"80a6b5817af4978f.jpg","Bedroom",1,0,13252
"80a6ddb16e61e55a.jpg","Bedroom",1,5,12777
"80a73f98c16f1fb0.jpg","Bedroom",1,4,18735
"80a8e017de6f9717.jpg","Bedroom",1,0,7890
"80a8f51fea65b788.jpg","Bedroom",0.9938892,0,11242
"80a9e1d75e2f75c0.jpg","Bedroom",1,0,7878
"80aa26cf9436cddb.jpg","Bedroom",1,3,31175
"80aa3f95956ac8b7.jpg","Bedroom",1,0,48689
"80aa6e57d5953a6a.jpg","Bedroom",1,78,55230
"80ab2fc0d673731d.jpg","Bedroom",1,80,17575
"80ab7fd6c07095cd.jpg","Bedroom",1,90,6551
"80ac7cd55bcb8572.jpg","Bedroom",1,4,11851
"80ad195f7885d7c9.jpg","Bedroom",0.99999976,31,24311
"80ad1ac8c9f3979b.jpg","Bedroom",0.9999553,1,16966
"80ad72c30ff4323f.jpg","Bedroom",1,4,58266
"80ae37b3575b2aa4.jpg","Bedroom",1,82,20758
"80ae7781cb1eb4cd.jpg","Bedroom",1,3,13849
"80af3dc0cf6dc09b.jpg","Bedroom",1,6,1088
"80af3fd0cb492537.jpg","Bedroom",1,89,60801
"80af61d55ae1876e.jpg","Bedroom",1,62,15845
"80af7f8cd4173263.jpg","Bedroom",0.99999845,0,9892
"80b02f8f9ef0389f.jpg","Bedroom",1,81,13510
"80b03b1f2ff0374d.jpg","Bedroom",1,0,50635
"80b03f2f8bb7d4d0.jpg","Bedroom",1,0,3072
"80b07ecfd04c0fb7.jpg","Bedroom",1,0,50693
"80b27fcdc43c8fc1.jpg","Bedroom",1,5,15888
"80b35fc1fc0f315c.jpg","Bedroom",1,6,4669
"80b37fc4601f9778.jpg","Bedroom",1,2,32732
"80b47c9ce333b29e.jpg","Bedroom",1,78,31074
"80b4b387df0d7562.jpg","Bedroom",1,90,59439
"80b4ce5bb4345af3.jpg","Bedroom",1,0,36587
"80b53f82e049b6bf.jpg","Bedroom",1,63,43194
"80b573a9b4d9a9b2.jpg","Bedroom",1,3,4006
"80b57f42ca1e397c.jpg","Bedroom",1,44,62756
"80b61fd3b99b0c8e.jpg","Bedroom",1,0,31427
"80b63f921b4ba9ad.jpg","Bedroom",1,82,47797
"80b77f684a5ac2ad.jpg","Bedroom",1,78,11965
"80b81fa7ecde1c19.jpg","Bedroom",1,66,64524
"80b917d705faee05.jpg","Bedroom",1,6,44866
"80ba7585bf72c18d.jpg","Bedroom",1,6,22486
"80ba7627c59f5ae0.jpg","Bedroom",1,66,44504
"80ba7f85177e6868.jpg","Bedroom",0.99032307,82,15433
"80bb2fb4c0172f7c.jpg","Bedroom",1,5,19909
"80bb37b5cdc8ac94.jpg","Bedroom",1,3,24380
"80bb37c77d234619.jpg","Bedroom",1,0,38710
"80bb9ea44f1bbac1.jpg","Bedroom",1,6,25510
"80bc3f90f6d7482d.jpg","Bedroom",0.9999999,2,53586
"80bc7fc0d0675ab9.jpg","Bedroom",1,0,27586
"80bd2fd852523abd.jpg","Bedroom",1,79,62179
"80bd3bdae4c63649.jpg","Bedroom",1,0,57781
"80bd5ff426925a2d.jpg","Bedroom",1,6,20276
"80be15d23e89fae1.jpg","Bedroom",1,6,16124
"80be7ce0975fc84a.jpg","Bedroom",1,88,12405
"80be9fc4c53bcac8.jpg","Bedroom",1,2,65066
"80bf0bdae0c73569.jpg","Bedroom",1,0,20229
"80bf36c05fe8e037.jpg","Bedroom",1,0,2456
"80bf3f805449bd67.jpg","Bedroom",1,2,1066
"80bf5368bea55872.jpg","Bedroom",0.976747,0,26841
"80bf6a871fe86155.jpg","Bedroom",1,4,17125
"80bf6acadac22d35.jpg","Bedroom",1,5,12967
"80bf6bc17f98e043.jpg","Bedroom",0.9999988,0,7050
"80bf76d0cb293556.jpg","Bedroom",1,2,10374
"80bf77d0f84a59e0.jpg","Bedroom",0.99996483,78,26666
"80bf8117b194bbb5.jpg","Bedroom",0.9995521,74,48915
"80bfacc05bab3572.jpg","Bedroom",1,73,52006
"80bfc0572a9ddea2.jpg","Bedroom",1,45,24651
"80bfd0877ea881d7.jpg","Bedroom",1,78,48961
"80bfdbe48d314dd0.jpg","Bedroom",1,0,28798
"80bfdc804fcfcc91.jpg","Bedroom",1,0,1955
"80bff0a072c29f6d.jpg","Bedroom",1,1,5958
"80bff8c1cb9d3c22.jpg","Bedroom",1,64,26671
"80bffdc05b2d3452.jpg","Bedroom",1,3,15614
"80c03b355b95a79f.jpg","Bedroom",0.92699087,0,20229
"80c0551f6be99f96.jpg","Bedroom",1,3,30469
"80c06e2f95ce6f53.jpg","Bedroom",1,4,2060
"80c07e9f977bc18a.jpg","Bedroom",1,0,24376
"80c0903f1f8fcfcd.jpg","Bedroom",0.9997212,2,15846
"80c1754a9af1eead.jpg","Bedroom",1,0,17809
"80c23d3bb8c6ad6b.jpg","Bedroom",0.9999993,78,41185
"80c23f3dccd6c6cc.jpg","Bedroom",0.99983287,3,50041
"80c267af1731e8de.jpg","Bedroom",1,6,51061
"80c28e9df5965a6d.jpg","Bedroom",1,3,22188
"80c31ea767587b96.jpg","Bedroom",1,80,60387
"80c34f2fa5ed3c52.jpg","Bedroom",0.7687019,3,2470
"80c37e84177fad8c.jpg","Bedroom",1,0,33228
"80c45f3b3bb3cac4.jpg","Bedroom",1,2,698
"80c47b3bbf87c4e0.jpg","Bedroom",1,6,4307
"80c47d1d9bc2e4f5.jpg","Bedroom",1,78,11965
"80c53bc6cb3d72a9.jpg","Bedroom",0.9997008,0,37737
"80c53e1b4e791f56.jpg","Bedroom",0.999992,8,14776
"80c73fbcb683c1a6.jpg","Bedroom",1,8,58850
"80c83d9756b86bce.jpg","Bedroom",1,5,43539
"80c83f85df245b79.jpg","Bedroom",1,52,6431
"80c84f2f273d3f29.jpg","Bedroom",0.92240506,4,42364
"80c97f325b6df04a.jpg","Bedroom",0.9999647,34,8439
"80ca7fd4d0f69e0a.jpg","Bedroom",0.98033124,0,21559
"80cb75b05f4fb095.jpg","Bedroom",0.9993948,90,10873
"80cc3d3b5e52e1ce.jpg","Bedroom",0.9999999,82,44285
"80d078bf5f9cd4a1.jpg","Bedroom",1,6,40222
"80d0b5c3833fcf95.jpg","Bedroom",0.99900204,0,33558
"80d16fb6daa533c8.jpg","Bedroom",0.99423707,67,32873
"80d22dbde9a216f6.jpg","Bedroom",1,84,29750
"80d25b90d2ded7e1.jpg","Bedroom",0.9999944,52,9520
"80d267bdbc685396.jpg","Bedroom",1,4,46567
"80d27faeb554d28a.jpg","Bedroom",1,89,28050
"80d27fbd878796c0.jpg","Bedroom",1,0,61930
"80d42f9bd5b54a93.jpg","Bedroom",0.98226285,0,57751
"80d536e873d1999b.jpg","Bedroom",0.9997497,0,38181
"80d67eab31e91596.jpg","Bedroom",0.99833506,42,35210
"80d77fe080573e78.jpg","Bedroom",1,0,45924
"80d835270fc3f8bd.jpg","Bedroom",0.99982005,79,62835
"80d91d949e6f52b5.jpg","Bedroom",0.98879355,20,22938
"80d97961656decc6.jpg","Bedroom",1,0,56058
"80da39e14626faeb.jpg","Bedroom",1,4,63387
"80da3f6fb1a55c60.jpg","Bedroom",0.9999212,0,47825
"80daef61939274e9.jpg","Bedroom",0.9151257,4,15389
"80dc5cb32b3d2763.jpg","Bedroom",0.999846,0,28980
"80dd3fa696b10f94.jpg","Bedroom",1,5,42244
"80ddbda90756da32.jpg","Bedroom",0.99889743,0,5116
"80deaed039ca954f.jpg","Bedroom",1,0,10426
"80df3fa24b60b25e.jpg","Bedroom",1,5,63286
"80df42a77c51d999.jpg","Bedroom",1,78,50329
"80dfb5e041ed9f50.jpg","Bedroom",1,55,9381
"80e03f9fa7284bb5.jpg","Bedroom",1,76,3983
"80e03fcb8df4e187.jpg","Bedroom",1,5,17714
"80e042bfad5ad5ad.jpg","Bedroom",1,0,3341
"80e06c65349ecfcf.jpg","Bedroom",0.99998784,67,18383
"80e078b1e76fb899.jpg","Bedroom",1,0,23701
"80e07fdda23e97c0.jpg","Bedroom",1,75,63309
"80e09f957b65949b.jpg","Bedroom",0.9999995,0,28423
"80e0e8f5578ffaa0.jpg","Bedroom",1,68,23911
"80e21d9d63e33d3c.jpg","Bedroom",0.9999236,90,17827
"80e2765796ce7878.jpg","Bedroom",1,0,55914
"80e27ba5964c66f3.jpg","Bedroom",0.9999893,75,31233
"80e27da7589f231d.jpg","Bedroom",1,0,51466
"80e2f8bbbd6f6280.jpg","Bedroom",1,82,4510
"80e3039f7c626f95.jpg","Bedroom",1,3,55727
"80e46f5ff12036da.jpg","Bedroom",0.9999435,0,17270
"80e56ad7216bd0ed.jpg","Bedroom",0.9999994,50,48214
"80e65fe42c313fc5.jpg","Bedroom",1,8,50483
"80e6ff3f89e42429.jpg","Bedroom",1,0,34002
"80e75f9c61351e4b.jpg","Bedroom",1,0,585
"80e82fd78fa8e8b8.jpg","Bedroom",0.99999547,79,62179
"80e8e33fdc5639c1.jpg","Bedroom",0.8200531,0,52091
"80e9369c66739576.jpg","Bedroom",1,89,3463
"80e96f93887c33a7.jpg","Bedroom",0.9999999,0,23275
"80e97e85203dbbc7.jpg","Bedroom",1,89,3919
"80ea3c75974b3ea4.jpg","Bedroom",1,79,16278
"80ea3f3fc09262de.jpg","Bedroom",0.9999999,0,17056
"80ea3f95ed3a1389.jpg","Bedroom",1,41,17038
"80ec7a95e2193db3.jpg","Bedroom",0.9999995,78,17727
"80ed70d71f3e6065.jpg","Bedroom",1,3,4735
"80edde916f62992c.jpg","Bedroom",1,90,43112
"80ee458fba55ccca.jpg","Bedroom",0.9999999,3,26810
"80ee5895bb7295b8.jpg","Bedroom",1,5,41347
"80ee5ed6a8a05eea.jpg","Bedroom",1,0,22462
"80eebbc7b45cc039.jpg","Bedroom",1,6,55953
"80f03e876d5fa896.jpg","Bedroom",1,3,10157
"80f07d67d27a3c25.jpg","Bedroom",0.9999498,75,36608
"80f0bed0d15decf0.jpg","Bedroom",1,66,18372
"80f11e2fec8f7834.jpg","Bedroom",0.84878564,0,43909
"80f1c4d6b3a56e1b.jpg","Bedroom",0.99992,0,7890
"80f33e84f11fb2e4.jpg","Bedroom",0.9999993,6,7230
"80f4969fa1c2cdae.jpg","Bedroom",0.996357,89,27633
"80f4eee7934a64d4.jpg","Bedroom",0.9999995,73,40161
"80f53db637d8ca88.jpg","Bedroom",1,82,24833
"80f63f85e01d2bb6.jpg","Bedroom",0.9999999,3,60742
"80f87f96825bc8e5.jpg","Bedroom",1,0,50957
"80f9eb9e34c30fa8.jpg","Bedroom",1,6,40362
"80fa9df21eb8b30c.jpg","Bedroom",0.9999939,6,24421
"80fa9f8f71a02e4d.jpg","Bedroom",1,0,41555
"80fc6fa74732cab0.jpg","Bedroom",0.9999994,84,49912
"80fe3a4935ea9b45.jpg","Bedroom",1,4,8732
"80fe690176cabb35.jpg","Bedroom",1,0,55622
"80fec6976f94a0c9.jpg","Bedroom",0.9999993,0,64994
"80ff41805f7ca1d7.jpg","Bedroom",1,62,60610
"80ff788057dee035.jpg","Bedroom",1,6,55505
"80ffc4e01f60fcc6.jpg","Bedroom",0.9998067,6,59810
"8103def8531ee378.jpg","Bedroom",0.9457382,89,3780
"81077af881877f78.jpg","Bedroom",1,89,9100
"810ffcb04bcf38e4.jpg","Bedroom",1,88,41637
"81117fc602db7ee8.jpg","Bedroom",1,0,45892
"81177ee805d7fac0.jpg","Bedroom",1,3,43221
"81177ffb52820e2d.jpg","Bedroom",1,89,4537
"811967a6591df996.jpg","Bedroom",1,78,32621
"811bfac47f3a80d5.jpg","Bedroom",1,3,6782
"811d66da1997a5f1.jpg","Bedroom",0.9993955,0,6831
"811f7de0879e7a21.jpg","Bedroom",1,3,33404
"8120fade454f7ab4.jpg","Bedroom",0.9996761,3,18807
"8121f48e0e7ae39f.jpg","Bedroom",0.99735224,64,60645
"8121fae815577ee8.jpg","Bedroom",1,76,56078
"81232a7dd49e5ed2.jpg","Bedroom",1,69,29034
"8124da89bd5acb9d.jpg","Bedroom",0.7606484,3,61103
"81257b4b6cb472d3.jpg","Bedroom",1,90,40860
"8129ea2b1e5c57d6.jpg","Bedroom",1,4,64530
"812a54ce8e1df2e7.jpg","Bedroom",0.99999857,3,60911
"812aaed54b2d34fa.jpg","Bedroom",1,4,9849
