image,chain_accuracy,id_accuracy,method,color_space
cb9bb4e43f62c841.jpg,1,0,intersection,HSV
cb9bb4e43f62c841.jpg,0,0,intersection,LAB
cb9bb4e43f62c841.jpg,1,0,bhattacharyya,RGB
cb9bb4e43f62c841.jpg,1,0,bhattacharyya,HSV
cb9bb4e43f62c841.jpg,1,0,bhattacharyya,LAB
ad9c432096c3f8b7.jpg,0,0,euclidean,RGB
ad9c432096c3f8b7.jpg,0,0,euclidean,HSV
ad9c432096c3f8b7.jpg,0,0,euclidean,LAB
ad9c432096c3f8b7.jpg,0,0,cosine,RGB
ad9c432096c3f8b7.jpg,0,0,cosine,HSV
ad9c432096c3f8b7.jpg,0,0,cosine,LAB
ad9c432096c3f8b7.jpg,0,0,correlation,RGB
ad9c432096c3f8b7.jpg,0,0,correlation,HSV
ad9c432096c3f8b7.jpg,0,0,correlation,LAB
ad9c432096c3f8b7.jpg,0,0,chi2,RGB
ad9c432096c3f8b7.jpg,0,0,chi2,HSV
ad9c432096c3f8b7.jpg,0,0,chi2,LAB
ad9c432096c3f8b7.jpg,0,0,intersection,RGB
ad9c432096c3f8b7.jpg,0,0,intersection,HSV
ad9c432096c3f8b7.jpg,0,0,intersection,LAB
ad9c432096c3f8b7.jpg,0,0,bhattacharyya,RGB
ad9c432096c3f8b7.jpg,0,0,bhattacharyya,HSV
ad9c432096c3f8b7.jpg,0,0,bhattacharyya,LAB
9d73628e71826bb1.jpg,0,0,euclidean,RGB
9d73628e71826bb1.jpg,0,0,euclidean,HSV
9d73628e71826bb1.jpg,0,0,euclidean,LAB
9d73628e71826bb1.jpg,0,0,cosine,RGB
9d73628e71826bb1.jpg,0,0,cosine,HSV
9d73628e71826bb1.jpg,0,0,cosine,LAB
9d73628e71826bb1.jpg,0,0,correlation,RGB
9d73628e71826bb1.jpg,0,0,correlation,HSV
9d73628e71826bb1.jpg,0,0,correlation,LAB
9d73628e71826bb1.jpg,0,0,chi2,RGB
9d73628e71826bb1.jpg,0,0,chi2,HSV
9d73628e71826bb1.jpg,0,0,chi2,LAB
9d73628e71826bb1.jpg,0,0,intersection,RGB
9d73628e71826bb1.jpg,0,0,intersection,HSV
9d73628e71826bb1.jpg,0,0,intersection,LAB
9d73628e71826bb1.jpg,0,0,bhattacharyya,RGB
9d73628e71826bb1.jpg,0,0,bhattacharyya,HSV
9d73628e71826bb1.jpg,0,0,bhattacharyya,LAB
b569529294ed1b96.jpg,0,0,euclidean,RGB
b569529294ed1b96.jpg,0,0,euclidean,HSV
b569529294ed1b96.jpg,0,0,euclidean,LAB
b569529294ed1b96.jpg,0,0,cosine,RGB
b569529294ed1b96.jpg,0,0,cosine,HSV
b569529294ed1b96.jpg,0,0,cosine,LAB
b569529294ed1b96.jpg,0,0,correlation,RGB
b569529294ed1b96.jpg,0,0,correlation,HSV
b569529294ed1b96.jpg,0,0,correlation,LAB
b569529294ed1b96.jpg,1,0,chi2,RGB
b569529294ed1b96.jpg,0,0,chi2,HSV
b569529294ed1b96.jpg,3,0,chi2,LAB
b569529294ed1b96.jpg,1,1,intersection,RGB
b569529294ed1b96.jpg,0,0,intersection,HSV
b569529294ed1b96.jpg,1,1,intersection,LAB
b569529294ed1b96.jpg,0,0,bhattacharyya,RGB
b569529294ed1b96.jpg,1,1,bhattacharyya,HSV
b569529294ed1b96.jpg,1,1,bhattacharyya,LAB
c0d60bc592d5e8f3.jpg,1,0,euclidean,RGB
c0d60bc592d5e8f3.jpg,0,0,euclidean,HSV
c0d60bc592d5e8f3.jpg,0,0,euclidean,LAB
c0d60bc592d5e8f3.jpg,1,0,cosine,RGB
c0d60bc592d5e8f3.jpg,0,0,cosine,HSV
c0d60bc592d5e8f3.jpg,0,0,cosine,LAB
c0d60bc592d5e8f3.jpg,1,0,correlation,RGB
c0d60bc592d5e8f3.jpg,0,0,correlation,HSV
c0d60bc592d5e8f3.jpg,0,0,correlation,LAB
c0d60bc592d5e8f3.jpg,1,0,chi2,RGB
c0d60bc592d5e8f3.jpg,1,0,chi2,HSV
c0d60bc592d5e8f3.jpg,0,0,chi2,LAB
c0d60bc592d5e8f3.jpg,0,0,intersection,RGB
c0d60bc592d5e8f3.jpg,1,0,intersection,HSV
c0d60bc592d5e8f3.jpg,0,0,intersection,LAB
c0d60bc592d5e8f3.jpg,0,0,bhattacharyya,RGB
c0d60bc592d5e8f3.jpg,0,0,bhattacharyya,HSV
c0d60bc592d5e8f3.jpg,0,0,bhattacharyya,LAB
95b57fc8489c24e5.jpg,2,2,euclidean,RGB
95b57fc8489c24e5.jpg,2,2,euclidean,HSV
95b57fc8489c24e5.jpg,0,0,euclidean,LAB
95b57fc8489c24e5.jpg,2,2,cosine,RGB
95b57fc8489c24e5.jpg,2,2,cosine,HSV
95b57fc8489c24e5.jpg,0,0,cosine,LAB
95b57fc8489c24e5.jpg,2,2,correlation,RGB
95b57fc8489c24e5.jpg,2,2,correlation,HSV
95b57fc8489c24e5.jpg,0,0,correlation,LAB
95b57fc8489c24e5.jpg,2,2,chi2,RGB
95b57fc8489c24e5.jpg,0,0,chi2,HSV
95b57fc8489c24e5.jpg,1,1,chi2,LAB
95b57fc8489c24e5.jpg,2,2,intersection,RGB
95b57fc8489c24e5.jpg,1,1,intersection,HSV
95b57fc8489c24e5.jpg,1,1,intersection,LAB
95b57fc8489c24e5.jpg,2,2,bhattacharyya,RGB
95b57fc8489c24e5.jpg,2,2,bhattacharyya,HSV
95b57fc8489c24e5.jpg,2,2,bhattacharyya,LAB
ce91e0e055faf219.jpg,0,0,euclidean,RGB
ce91e0e055faf219.jpg,1,0,euclidean,HSV
ce91e0e055faf219.jpg,0,0,euclidean,LAB
ce91e0e055faf219.jpg,0,0,cosine,RGB
ce91e0e055faf219.jpg,1,0,cosine,HSV
ce91e0e055faf219.jpg,0,0,cosine,LAB
ce91e0e055faf219.jpg,0,0,correlation,RGB
ce91e0e055faf219.jpg,1,0,correlation,HSV
ce91e0e055faf219.jpg,0,0,correlation,LAB
ce91e0e055faf219.jpg,0,0,chi2,RGB
ce91e0e055faf219.jpg,0,0,chi2,HSV
ce91e0e055faf219.jpg,1,0,chi2,LAB
ce91e0e055faf219.jpg,1,0,intersection,RGB
ce91e0e055faf219.jpg,2,0,intersection,HSV
ce91e0e055faf219.jpg,0,0,intersection,LAB
ce91e0e055faf219.jpg,2,0,bhattacharyya,RGB
ce91e0e055faf219.jpg,3,0,bhattacharyya,HSV
ce91e0e055faf219.jpg,1,0,bhattacharyya,LAB
bcfb2284a752d0ad.jpg,0,0,euclidean,RGB
bcfb2284a752d0ad.jpg,0,0,euclidean,HSV
bcfb2284a752d0ad.jpg,1,1,euclidean,LAB
bcfb2284a752d0ad.jpg,0,0,cosine,RGB
bcfb2284a752d0ad.jpg,0,0,cosine,HSV
bcfb2284a752d0ad.jpg,1,1,cosine,LAB
bcfb2284a752d0ad.jpg,0,0,correlation,RGB
bcfb2284a752d0ad.jpg,0,0,correlation,HSV
bcfb2284a752d0ad.jpg,1,1,correlation,LAB
bcfb2284a752d0ad.jpg,1,1,chi2,RGB
bcfb2284a752d0ad.jpg,0,0,chi2,HSV
bcfb2284a752d0ad.jpg,1,1,chi2,LAB
bcfb2284a752d0ad.jpg,0,0,intersection,RGB
bcfb2284a752d0ad.jpg,1,0,intersection,HSV
bcfb2284a752d0ad.jpg,0,0,intersection,LAB
bcfb2284a752d0ad.jpg,0,0,bhattacharyya,RGB
bcfb2284a752d0ad.jpg,1,1,bhattacharyya,HSV
bcfb2284a752d0ad.jpg,1,1,bhattacharyya,LAB
ca6f7d8016fe6881.jpg,1,0,euclidean,RGB
ca6f7d8016fe6881.jpg,0,0,euclidean,HSV
ca6f7d8016fe6881.jpg,0,0,euclidean,LAB
ca6f7d8016fe6881.jpg,1,0,cosine,RGB
ca6f7d8016fe6881.jpg,0,0,cosine,HSV
ca6f7d8016fe6881.jpg,0,0,cosine,LAB
ca6f7d8016fe6881.jpg,1,0,correlation,RGB
ca6f7d8016fe6881.jpg,0,0,correlation,HSV
ca6f7d8016fe6881.jpg,0,0,correlation,LAB
ca6f7d8016fe6881.jpg,0,0,chi2,RGB
ca6f7d8016fe6881.jpg,0,0,chi2,HSV
ca6f7d8016fe6881.jpg,0,0,chi2,LAB
ca6f7d8016fe6881.jpg,2,0,intersection,RGB
ca6f7d8016fe6881.jpg,0,0,intersection,HSV
ca6f7d8016fe6881.jpg,1,0,intersection,LAB
ca6f7d8016fe6881.jpg,2,0,bhattacharyya,RGB
ca6f7d8016fe6881.jpg,0,0,bhattacharyya,HSV
ca6f7d8016fe6881.jpg,0,0,bhattacharyya,LAB
a9b7c824938b57a9.jpg,0,0,euclidean,RGB
a9b7c824938b57a9.jpg,0,0,euclidean,HSV
a9b7c824938b57a9.jpg,0,0,euclidean,LAB
a9b7c824938b57a9.jpg,0,0,cosine,RGB
a9b7c824938b57a9.jpg,0,0,cosine,HSV
a9b7c824938b57a9.jpg,0,0,cosine,LAB
a9b7c824938b57a9.jpg,0,0,correlation,RGB
a9b7c824938b57a9.jpg,0,0,correlation,HSV
a9b7c824938b57a9.jpg,0,0,correlation,LAB
a9b7c824938b57a9.jpg,0,0,chi2,RGB
a9b7c824938b57a9.jpg,0,0,chi2,HSV
a9b7c824938b57a9.jpg,0,0,chi2,LAB
a9b7c824938b57a9.jpg,0,0,intersection,RGB
a9b7c824938b57a9.jpg,0,0,intersection,HSV
a9b7c824938b57a9.jpg,0,0,intersection,LAB
a9b7c824938b57a9.jpg,0,0,bhattacharyya,RGB
a9b7c824938b57a9.jpg,0,0,bhattacharyya,HSV
a9b7c824938b57a9.jpg,0,0,bhattacharyya,LAB
f0a00f7d0f0ff0b8.jpg,0,0,euclidean,RGB
f0a00f7d0f0ff0b8.jpg,0,0,euclidean,HSV
f0a00f7d0f0ff0b8.jpg,0,0,euclidean,LAB
f0a00f7d0f0ff0b8.jpg,0,0,cosine,RGB
f0a00f7d0f0ff0b8.jpg,0,0,cosine,HSV
f0a00f7d0f0ff0b8.jpg,0,0,cosine,LAB
f0a00f7d0f0ff0b8.jpg,0,0,correlation,RGB
f0a00f7d0f0ff0b8.jpg,0,0,correlation,HSV
f0a00f7d0f0ff0b8.jpg,0,0,correlation,LAB
f0a00f7d0f0ff0b8.jpg,0,0,chi2,RGB
f0a00f7d0f0ff0b8.jpg,0,0,chi2,HSV
f0a00f7d0f0ff0b8.jpg,0,0,chi2,LAB
f0a00f7d0f0ff0b8.jpg,0,0,intersection,RGB
f0a00f7d0f0ff0b8.jpg,0,0,intersection,HSV
f0a00f7d0f0ff0b8.jpg,0,0,intersection,LAB
f0a00f7d0f0ff0b8.jpg,0,0,bhattacharyya,RGB
f0a00f7d0f0ff0b8.jpg,0,0,bhattacharyya,HSV
f0a00f7d0f0ff0b8.jpg,0,0,bhattacharyya,LAB
b5e6ce8a47874a89.jpg,0,0,euclidean,RGB
b5e6ce8a47874a89.jpg,0,0,euclidean,HSV
b5e6ce8a47874a89.jpg,0,0,euclidean,LAB
b5e6ce8a47874a89.jpg,0,0,cosine,RGB
b5e6ce8a47874a89.jpg,0,0,cosine,HSV
b5e6ce8a47874a89.jpg,0,0,cosine,LAB
b5e6ce8a47874a89.jpg,0,0,correlation,RGB
b5e6ce8a47874a89.jpg,0,0,correlation,HSV
b5e6ce8a47874a89.jpg,0,0,correlation,LAB
b5e6ce8a47874a89.jpg,0,0,chi2,RGB
b5e6ce8a47874a89.jpg,0,0,chi2,HSV
b5e6ce8a47874a89.jpg,0,0,chi2,LAB
b5e6ce8a47874a89.jpg,0,0,intersection,RGB
b5e6ce8a47874a89.jpg,1,0,intersection,HSV
b5e6ce8a47874a89.jpg,2,0,intersection,LAB
b5e6ce8a47874a89.jpg,0,0,bhattacharyya,RGB
b5e6ce8a47874a89.jpg,0,0,bhattacharyya,HSV
b5e6ce8a47874a89.jpg,0,0,bhattacharyya,LAB
c6c73338f8783e06.jpg,0,0,euclidean,RGB
c6c73338f8783e06.jpg,0,0,euclidean,HSV
c6c73338f8783e06.jpg,0,0,euclidean,LAB
c6c73338f8783e06.jpg,0,0,cosine,RGB
c6c73338f8783e06.jpg,0,0,cosine,HSV
c6c73338f8783e06.jpg,0,0,cosine,LAB
c6c73338f8783e06.jpg,0,0,correlation,RGB
c6c73338f8783e06.jpg,0,0,correlation,HSV
c6c73338f8783e06.jpg,0,0,correlation,LAB
c6c73338f8783e06.jpg,0,0,chi2,RGB
c6c73338f8783e06.jpg,0,0,chi2,HSV
c6c73338f8783e06.jpg,0,0,chi2,LAB
c6c73338f8783e06.jpg,1,0,intersection,RGB
c6c73338f8783e06.jpg,0,0,intersection,HSV
c6c73338f8783e06.jpg,0,0,intersection,LAB
c6c73338f8783e06.jpg,0,0,bhattacharyya,RGB
c6c73338f8783e06.jpg,1,1,bhattacharyya,HSV
c6c73338f8783e06.jpg,0,0,bhattacharyya,LAB
ebfb941ccb803ce0.jpg,0,0,euclidean,RGB
ebfb941ccb803ce0.jpg,0,0,euclidean,HSV
ebfb941ccb803ce0.jpg,0,0,euclidean,LAB
ebfb941ccb803ce0.jpg,0,0,cosine,RGB
ebfb941ccb803ce0.jpg,0,0,cosine,HSV
ebfb941ccb803ce0.jpg,0,0,cosine,LAB
ebfb941ccb803ce0.jpg,0,0,correlation,RGB
ebfb941ccb803ce0.jpg,0,0,correlation,HSV
ebfb941ccb803ce0.jpg,0,0,correlation,LAB
ebfb941ccb803ce0.jpg,0,0,chi2,RGB
ebfb941ccb803ce0.jpg,0,0,chi2,HSV
ebfb941ccb803ce0.jpg,0,0,chi2,LAB
ebfb941ccb803ce0.jpg,0,0,intersection,RGB
ebfb941ccb803ce0.jpg,0,0,intersection,HSV
ebfb941ccb803ce0.jpg,0,0,intersection,LAB
ebfb941ccb803ce0.jpg,0,0,bhattacharyya,RGB
ebfb941ccb803ce0.jpg,0,0,bhattacharyya,HSV
ebfb941ccb803ce0.jpg,0,0,bhattacharyya,LAB
85a51fde7304ac39.jpg,0,0,euclidean,RGB
85a51fde7304ac39.jpg,0,0,euclidean,HSV
85a51fde7304ac39.jpg,0,0,euclidean,LAB
85a51fde7304ac39.jpg,0,0,cosine,RGB
85a51fde7304ac39.jpg,0,0,cosine,HSV
85a51fde7304ac39.jpg,0,0,cosine,LAB
85a51fde7304ac39.jpg,0,0,correlation,RGB
85a51fde7304ac39.jpg,0,0,correlation,HSV
85a51fde7304ac39.jpg,0,0,correlation,LAB
85a51fde7304ac39.jpg,0,0,chi2,RGB
85a51fde7304ac39.jpg,0,0,chi2,HSV
85a51fde7304ac39.jpg,0,0,chi2,LAB
85a51fde7304ac39.jpg,0,0,intersection,RGB
85a51fde7304ac39.jpg,0,0,intersection,HSV
85a51fde7304ac39.jpg,0,0,intersection,LAB
85a51fde7304ac39.jpg,0,0,bhattacharyya,RGB
85a51fde7304ac39.jpg,0,0,bhattacharyya,HSV
85a51fde7304ac39.jpg,0,0,bhattacharyya,LAB
fcf869878668c88e.jpg,1,0,euclidean,RGB
fcf869878668c88e.jpg,3,0,euclidean,HSV
fcf869878668c88e.jpg,0,0,euclidean,LAB
fcf869878668c88e.jpg,1,0,cosine,RGB
fcf869878668c88e.jpg,3,0,cosine,HSV
fcf869878668c88e.jpg,0,0,cosine,LAB
fcf869878668c88e.jpg,1,0,correlation,RGB
fcf869878668c88e.jpg,3,0,correlation,HSV
fcf869878668c88e.jpg,0,0,correlation,LAB
fcf869878668c88e.jpg,1,0,chi2,RGB
fcf869878668c88e.jpg,1,0,chi2,HSV
fcf869878668c88e.jpg,0,0,chi2,LAB
fcf869878668c88e.jpg,2,0,intersection,RGB
fcf869878668c88e.jpg,2,0,intersection,HSV
fcf869878668c88e.jpg,1,0,intersection,LAB
fcf869878668c88e.jpg,2,1,bhattacharyya,RGB
fcf869878668c88e.jpg,4,1,bhattacharyya,HSV
fcf869878668c88e.jpg,2,0,bhattacharyya,LAB
99b966c69190cf2d.jpg,0,0,euclidean,RGB
99b966c69190cf2d.jpg,1,0,euclidean,HSV
99b966c69190cf2d.jpg,2,0,euclidean,LAB
99b966c69190cf2d.jpg,0,0,cosine,RGB
99b966c69190cf2d.jpg,1,0,cosine,HSV
99b966c69190cf2d.jpg,2,0,cosine,LAB
99b966c69190cf2d.jpg,0,0,correlation,RGB
99b966c69190cf2d.jpg,1,0,correlation,HSV
99b966c69190cf2d.jpg,2,0,correlation,LAB
99b966c69190cf2d.jpg,0,0,chi2,RGB
99b966c69190cf2d.jpg,3,0,chi2,HSV
99b966c69190cf2d.jpg,1,0,chi2,LAB
99b966c69190cf2d.jpg,2,0,intersection,RGB
99b966c69190cf2d.jpg,1,0,intersection,HSV
99b966c69190cf2d.jpg,1,0,intersection,LAB
99b966c69190cf2d.jpg,1,0,bhattacharyya,RGB
99b966c69190cf2d.jpg,0,0,bhattacharyya,HSV
99b966c69190cf2d.jpg,1,1,bhattacharyya,LAB
d5c42c1fcb49686b.jpg,0,0,euclidean,RGB
d5c42c1fcb49686b.jpg,0,0,euclidean,HSV
d5c42c1fcb49686b.jpg,0,0,euclidean,LAB
d5c42c1fcb49686b.jpg,0,0,cosine,RGB
d5c42c1fcb49686b.jpg,0,0,cosine,HSV
d5c42c1fcb49686b.jpg,0,0,cosine,LAB
d5c42c1fcb49686b.jpg,0,0,correlation,RGB
d5c42c1fcb49686b.jpg,0,0,correlation,HSV
d5c42c1fcb49686b.jpg,0,0,correlation,LAB
d5c42c1fcb49686b.jpg,0,0,chi2,RGB
d5c42c1fcb49686b.jpg,0,0,chi2,HSV
d5c42c1fcb49686b.jpg,0,0,chi2,LAB
d5c42c1fcb49686b.jpg,0,0,intersection,RGB
d5c42c1fcb49686b.jpg,0,0,intersection,HSV
d5c42c1fcb49686b.jpg,0,0,intersection,LAB
d5c42c1fcb49686b.jpg,0,0,bhattacharyya,RGB
d5c42c1fcb49686b.jpg,0,0,bhattacharyya,HSV
d5c42c1fcb49686b.jpg,0,0,bhattacharyya,LAB
9eda41a1cd659a59.jpg,0,0,euclidean,RGB
9eda41a1cd659a59.jpg,0,0,euclidean,HSV
9eda41a1cd659a59.jpg,0,0,euclidean,LAB
9eda41a1cd659a59.jpg,0,0,cosine,RGB
9eda41a1cd659a59.jpg,0,0,cosine,HSV
9eda41a1cd659a59.jpg,0,0,cosine,LAB
9eda41a1cd659a59.jpg,0,0,correlation,RGB
9eda41a1cd659a59.jpg,0,0,correlation,HSV
9eda41a1cd659a59.jpg,0,0,correlation,LAB
9eda41a1cd659a59.jpg,0,0,chi2,RGB
9eda41a1cd659a59.jpg,0,0,chi2,HSV
9eda41a1cd659a59.jpg,0,0,chi2,LAB
9eda41a1cd659a59.jpg,0,0,intersection,RGB
9eda41a1cd659a59.jpg,0,0,intersection,HSV
9eda41a1cd659a59.jpg,0,0,intersection,LAB
9eda41a1cd659a59.jpg,0,0,bhattacharyya,RGB
9eda41a1cd659a59.jpg,0,0,bhattacharyya,HSV
9eda41a1cd659a59.jpg,0,0,bhattacharyya,LAB
999b66c484b3fd84.jpg,1,0,euclidean,RGB
999b66c484b3fd84.jpg,1,0,euclidean,HSV
999b66c484b3fd84.jpg,0,0,euclidean,LAB
999b66c484b3fd84.jpg,1,0,cosine,RGB
999b66c484b3fd84.jpg,1,0,cosine,HSV
999b66c484b3fd84.jpg,0,0,cosine,LAB
999b66c484b3fd84.jpg,1,0,correlation,RGB
999b66c484b3fd84.jpg,1,0,correlation,HSV
999b66c484b3fd84.jpg,0,0,correlation,LAB
999b66c484b3fd84.jpg,1,0,chi2,RGB
999b66c484b3fd84.jpg,1,0,chi2,HSV
999b66c484b3fd84.jpg,0,0,chi2,LAB
999b66c484b3fd84.jpg,0,0,intersection,RGB
999b66c484b3fd84.jpg,0,0,intersection,HSV
999b66c484b3fd84.jpg,0,0,intersection,LAB
999b66c484b3fd84.jpg,2,0,bhattacharyya,RGB
999b66c484b3fd84.jpg,1,0,bhattacharyya,HSV
999b66c484b3fd84.jpg,1,0,bhattacharyya,LAB
ec8c53c39cc43bd8.jpg,1,0,euclidean,RGB
ec8c53c39cc43bd8.jpg,1,0,euclidean,HSV
ec8c53c39cc43bd8.jpg,2,0,euclidean,LAB
ec8c53c39cc43bd8.jpg,1,0,cosine,RGB
ec8c53c39cc43bd8.jpg,1,0,cosine,HSV
ec8c53c39cc43bd8.jpg,2,0,cosine,LAB
ec8c53c39cc43bd8.jpg,1,0,correlation,RGB
ec8c53c39cc43bd8.jpg,1,0,correlation,HSV
ec8c53c39cc43bd8.jpg,2,0,correlation,LAB
ec8c53c39cc43bd8.jpg,0,0,chi2,RGB
ec8c53c39cc43bd8.jpg,1,0,chi2,HSV
ec8c53c39cc43bd8.jpg,1,0,chi2,LAB
ec8c53c39cc43bd8.jpg,0,0,intersection,RGB
ec8c53c39cc43bd8.jpg,1,0,intersection,HSV
ec8c53c39cc43bd8.jpg,0,0,intersection,LAB
ec8c53c39cc43bd8.jpg,0,0,bhattacharyya,RGB
ec8c53c39cc43bd8.jpg,0,0,bhattacharyya,HSV
ec8c53c39cc43bd8.jpg,1,0,bhattacharyya,LAB
eaea39d5448fb111.jpg,0,0,euclidean,RGB
eaea39d5448fb111.jpg,1,0,euclidean,HSV
eaea39d5448fb111.jpg,1,0,euclidean,LAB
eaea39d5448fb111.jpg,0,0,cosine,RGB
eaea39d5448fb111.jpg,1,0,cosine,HSV
eaea39d5448fb111.jpg,1,0,cosine,LAB
eaea39d5448fb111.jpg,0,0,correlation,RGB
eaea39d5448fb111.jpg,1,0,correlation,HSV
eaea39d5448fb111.jpg,1,0,correlation,LAB
eaea39d5448fb111.jpg,0,0,chi2,RGB
eaea39d5448fb111.jpg,0,0,chi2,HSV
eaea39d5448fb111.jpg,0,0,chi2,LAB
eaea39d5448fb111.jpg,0,0,intersection,RGB
eaea39d5448fb111.jpg,0,0,intersection,HSV
eaea39d5448fb111.jpg,1,0,intersection,LAB
eaea39d5448fb111.jpg,0,0,bhattacharyya,RGB
eaea39d5448fb111.jpg,1,0,bhattacharyya,HSV
eaea39d5448fb111.jpg,0,0,bhattacharyya,LAB
f20df7980ce7d0c8.jpg,0,0,euclidean,RGB
f20df7980ce7d0c8.jpg,0,0,euclidean,HSV
f20df7980ce7d0c8.jpg,0,0,euclidean,LAB
f20df7980ce7d0c8.jpg,0,0,cosine,RGB
f20df7980ce7d0c8.jpg,0,0,cosine,HSV
f20df7980ce7d0c8.jpg,0,0,cosine,LAB
f20df7980ce7d0c8.jpg,0,0,correlation,RGB
f20df7980ce7d0c8.jpg,0,0,correlation,HSV
f20df7980ce7d0c8.jpg,0,0,correlation,LAB
f20df7980ce7d0c8.jpg,0,0,chi2,RGB
f20df7980ce7d0c8.jpg,0,0,chi2,HSV
f20df7980ce7d0c8.jpg,0,0,chi2,LAB
f20df7980ce7d0c8.jpg,0,0,intersection,RGB
f20df7980ce7d0c8.jpg,0,0,intersection,HSV
